,Unnamed: 0,image,cat_name,act_name,act_id
65,89,"(array(['047221493.jpg'], dtype='<U13'),)",sports,"lawn bowling, bocce ball, outdoor",12
66,90,"(array(['011959425.jpg'], dtype='<U13'),)",sports,"lawn bowling, bocce ball, outdoor",12
67,91,"(array(['071324479.jpg'], dtype='<U13'),)",sports,"lawn bowling, bocce ball, outdoor",12
68,92,"(array(['076078505.jpg'], dtype='<U13'),)",sports,"lawn bowling, bocce ball, outdoor",12
69,93,"(array(['056127720.jpg'], dtype='<U13'),)",religious activities,serving food in church,13
70,94,"(array(['077096718.jpg'], dtype='<U13'),)",religious activities,serving food in church,13
71,95,"(array(['049379560.jpg'], dtype='<U13'),)",religious activities,serving food in church,13
72,97,"(array(['042754102.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
73,98,"(array(['002541913.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
74,99,"(array(['010789143.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
75,100,"(array(['003142919.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
76,101,"(array(['063641041.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
77,102,"(array(['031435598.jpg'], dtype='<U13'),)",winter activities,"skiing, cross-country",14
78,103,"(array(['050857069.jpg'], dtype='<U13'),)",winter activities,"skiing, cross-country",14
79,104,"(array(['090756647.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
80,105,"(array(['024929223.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
81,106,"(array(['041038292.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
82,107,"(array(['075555114.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
83,108,"(array(['022879817.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
84,109,"(array(['007697991.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
85,111,"(array(['016122129.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
86,112,"(array(['092969765.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
87,113,"(array(['080812038.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
88,114,"(array(['063340376.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
89,115,"(array(['087146059.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
90,116,"(array(['080367208.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
91,117,"(array(['018657006.jpg'], dtype='<U13'),)",winter activities,"skiing, climbing up",978
92,118,"(array(['089255900.jpg'], dtype='<U13'),)",winter activities,"skiing, downhill",960
93,119,"(array(['053934224.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
94,120,"(array(['080744016.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
95,121,"(array(['089609130.jpg'], dtype='<U13'),)",sports,"horse cart, driving, standing or sitting",262
96,122,"(array(['031800347.jpg'], dtype='<U13'),)",sports,"horse cart, driving, standing or sitting",262
97,123,"(array(['011005192.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
98,124,"(array(['022793516.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
99,127,"(array(['086073058.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
100,128,"(array(['000695213.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
101,129,"(array(['051074730.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
102,130,"(array(['041741100.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
103,131,"(array(['022210781.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
104,132,"(array(['011986537.jpg'], dtype='<U13'),)",occupation,"horse grooming, feeding, cleaning, harnessing and unharnessing",15
105,133,"(array(['033761517.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
106,134,"(array(['094290970.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
107,135,"(array(['032320293.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
108,136,"(array(['051879062.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
109,137,"(array(['070301896.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
110,138,"(array(['036362960.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
111,139,"(array(['097178208.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
112,140,"(array(['096244729.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
113,141,"(array(['025178230.jpg'], dtype='<U13'),)",bicycling,"bicycling, general",841
114,142,"(array(['049724851.jpg'], dtype='<U13'),)",bicycling,"bicycling, general",841
115,143,"(array(['030087831.jpg'], dtype='<U13'),)",bicycling,"bicycling, general",841
116,144,"(array(['028484049.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
117,145,"(array(['003688695.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
118,146,"(array(['060956433.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
119,147,"(array(['050267902.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
120,148,"(array(['005147875.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
121,149,"(array(['027864646.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
122,150,"(array(['090826589.jpg'], dtype='<U13'),)",conditioning exercise,"video exercise workouts, TV conditioning programs",849
123,151,"(array(['023956189.jpg'], dtype='<U13'),)",sports,hacky sack,17
124,152,"(array(['014489487.jpg'], dtype='<U13'),)",sports,hacky sack,17
125,153,"(array(['048945276.jpg'], dtype='<U13'),)",sports,hacky sack,17
126,154,"(array(['098565045.jpg'], dtype='<U13'),)",sports,hacky sack,17
127,155,"(array(['024205527.jpg'], dtype='<U13'),)",sports,hacky sack,17
128,156,"(array(['067213555.jpg'], dtype='<U13'),)",sports,hacky sack,17
129,157,"(array(['076161962.jpg'], dtype='<U13'),)",sports,hacky sack,17
130,158,"(array(['023763754.jpg'], dtype='<U13'),)",sports,hacky sack,17
131,159,"(array(['072821635.jpg'], dtype='<U13'),)",sports,hacky sack,17
132,166,"(array(['032078006.jpg'], dtype='<U13'),)",sports,hacky sack,17
133,167,"(array(['018651851.jpg'], dtype='<U13'),)",sports,hacky sack,17
134,168,"(array(['004077514.jpg'], dtype='<U13'),)",sports,hacky sack,17
135,172,"(array(['051209306.jpg'], dtype='<U13'),)",sports,hacky sack,17
136,173,"(array(['022649578.jpg'], dtype='<U13'),)",sports,hacky sack,17
137,174,"(array(['064517279.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
138,175,"(array(['017436643.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
139,176,"(array(['069093774.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
140,177,"(array(['038673535.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
141,178,"(array(['093672999.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
142,179,"(array(['013752094.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
143,180,"(array(['034106635.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
144,181,"(array(['011347352.jpg'], dtype='<U13'),)",lawn and garden,"shoveling snow, by hand",173
145,188,"(array(['052965058.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
146,189,"(array(['024185229.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
147,190,"(array(['009310277.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
148,191,"(array(['089721576.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
149,192,"(array(['090041806.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
150,193,"(array(['063310146.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
151,206,"(array(['010147154.jpg'], dtype='<U13'),)",home activities,ironing,23
152,207,"(array(['066350177.jpg'], dtype='<U13'),)",home activities,ironing,23
153,208,"(array(['000506158.jpg'], dtype='<U13'),)",home activities,ironing,23
154,209,"(array(['016080805.jpg'], dtype='<U13'),)",home activities,ironing,23
155,210,"(array(['054873379.jpg'], dtype='<U13'),)",home activities,ironing,23
156,211,"(array(['069189520.jpg'], dtype='<U13'),)",home activities,ironing,23
157,212,"(array(['065196126.jpg'], dtype='<U13'),)",home activities,ironing,23
158,213,"(array(['022426931.jpg'], dtype='<U13'),)",home activities,ironing,23
159,214,"(array(['071217922.jpg'], dtype='<U13'),)",home activities,ironing,23
160,215,"(array(['023724909.jpg'], dtype='<U13'),)",home activities,ironing,23
161,216,"(array(['032539970.jpg'], dtype='<U13'),)",home activities,ironing,23
162,217,"(array(['074649141.jpg'], dtype='<U13'),)",home activities,ironing,23
163,218,"(array(['064963290.jpg'], dtype='<U13'),)",home activities,ironing,23
164,219,"(array(['084922341.jpg'], dtype='<U13'),)",dancing,ballroom,24
165,220,"(array(['065761289.jpg'], dtype='<U13'),)",dancing,ballroom,24
166,221,"(array(['056830860.jpg'], dtype='<U13'),)",dancing,ballroom,24
167,222,"(array(['009367477.jpg'], dtype='<U13'),)",dancing,ballroom,24
168,223,"(array(['036771580.jpg'], dtype='<U13'),)",dancing,ballroom,24
169,224,"(array(['026520237.jpg'], dtype='<U13'),)",dancing,ballroom,24
170,225,"(array(['024398964.jpg'], dtype='<U13'),)",dancing,ballroom,24
171,226,"(array(['097301055.jpg'], dtype='<U13'),)",dancing,ballroom,24
172,227,"(array(['039309772.jpg'], dtype='<U13'),)",dancing,ballroom,24
173,229,"(array(['063113863.jpg'], dtype='<U13'),)",dancing,ballroom,24
174,230,"(array(['079481130.jpg'], dtype='<U13'),)",dancing,ballroom,24
175,231,"(array(['050263709.jpg'], dtype='<U13'),)",dancing,ballroom,24
176,232,"(array(['057690388.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
177,233,"(array(['049251769.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
178,234,"(array(['019524299.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
179,235,"(array(['072245212.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
180,236,"(array(['028077236.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
181,237,"(array(['002431597.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
182,238,"(array(['064547230.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
183,239,"(array(['017711068.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
184,240,"(array(['094045858.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
185,251,"(array(['038509773.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
186,252,"(array(['085113667.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
187,253,"(array(['031692201.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
188,254,"(array(['016949275.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
189,255,"(array(['055680126.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
190,256,"(array(['093615477.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
191,257,"(array(['069602980.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
192,258,"(array(['057006117.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
193,259,"(array(['009717649.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
194,260,"(array(['061500723.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
195,261,"(array(['099005385.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
196,262,"(array(['014008402.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
197,263,"(array(['051832965.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
198,264,"(array(['087737307.jpg'], dtype='<U13'),)",conditioning exercise,"therapeutic exercise ball, Fitball exercise",25
199,265,"(array(['074076862.jpg'], dtype='<U13'),)",miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",893
200,266,"(array(['069701574.jpg'], dtype='<U13'),)",miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",893
201,267,"(array(['070248408.jpg'], dtype='<U13'),)",miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",893
202,268,"(array(['035949115.jpg'], dtype='<U13'),)",miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",893
203,269,"(array(['029359184.jpg'], dtype='<U13'),)",sports,"volleyball, indoor",30
204,270,"(array(['080936116.jpg'], dtype='<U13'),)",sports,"volleyball, indoor",30
205,271,"(array(['081011339.jpg'], dtype='<U13'),)",sports,"volleyball, indoor",30
206,272,"(array(['086707232.jpg'], dtype='<U13'),)",sports,"volleyball, indoor",30
207,273,"(array(['091324055.jpg'], dtype='<U13'),)",sports,"volleyball, indoor",30
208,274,"(array(['051134240.jpg'], dtype='<U13'),)",sports,"volleyball, indoor",30
209,275,"(array(['050151629.jpg'], dtype='<U13'),)",sports,rock climbing,32
210,276,"(array(['079829518.jpg'], dtype='<U13'),)",sports,rock climbing,32
211,277,"(array(['064996393.jpg'], dtype='<U13'),)",sports,rock climbing,32
212,278,"(array(['070196688.jpg'], dtype='<U13'),)",sports,"gymnastics, general",328
213,279,"(array(['079579267.jpg'], dtype='<U13'),)",sports,"gymnastics, general",328
214,284,"(array(['057828014.jpg'], dtype='<U13'),)",sports,"basketball, game (Taylor Code 490)",782
215,286,"(array(['046559802.jpg'], dtype='<U13'),)",sports,basketball,917
216,287,"(array(['054264463.jpg'], dtype='<U13'),)",sports,basketball,917
217,288,"(array(['028654125.jpg'], dtype='<U13'),)",sports,basketball,917
218,289,"(array(['059083326.jpg'], dtype='<U13'),)",sports,basketball,917
219,290,"(array(['003050025.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
220,291,"(array(['003734819.jpg'], dtype='<U13'),)",fishing and hunting,"fishing, general",857
221,296,"(array(['076999355.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
222,297,"(array(['021582103.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
223,298,"(array(['062289048.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
224,299,"(array(['008534746.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
225,300,"(array(['005168172.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
226,301,"(array(['053135463.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
227,302,"(array(['054063512.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
228,303,"(array(['063742990.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
229,304,"(array(['072609133.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
230,305,"(array(['097585208.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
231,306,"(array(['051630035.jpg'], dtype='<U13'),)",fishing and hunting,"hunting, bow and arrow, or crossbow",36
232,308,"(array(['079518619.jpg'], dtype='<U13'),)",lawn and garden,laying crushed rock,37
233,309,"(array(['027083225.jpg'], dtype='<U13'),)",lawn and garden,laying crushed rock,37
234,310,"(array(['043897142.jpg'], dtype='<U13'),)",lawn and garden,laying crushed rock,37
235,311,"(array(['007845638.jpg'], dtype='<U13'),)",lawn and garden,laying crushed rock,37
236,312,"(array(['002535074.jpg'], dtype='<U13'),)",miscellaneous,"standing, talking in person",982
237,313,"(array(['096264841.jpg'], dtype='<U13'),)",lawn and garden,laying crushed rock,37
238,314,"(array(['083598012.jpg'], dtype='<U13'),)",lawn and garden,laying crushed rock,37
239,315,"(array(['069597421.jpg'], dtype='<U13'),)",miscellaneous,"sitting, talking in person, on the phone, computer, or text messaging, light effort",622
240,316,"(array(['040895294.jpg'], dtype='<U13'),)",miscellaneous,"standing, talking in person",982
241,317,"(array(['017329432.jpg'], dtype='<U13'),)",miscellaneous,"standing, talking in person",982
242,318,"(array(['015643704.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
243,319,"(array(['025024290.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
244,320,"(array(['054922666.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
245,321,"(array(['071459592.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
246,322,"(array(['066019738.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
247,325,"(array(['073789692.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
248,326,"(array(['055435405.jpg'], dtype='<U13'),)",water activities,"kayaking, moderate effort",38
249,327,"(array(['061172075.jpg'], dtype='<U13'),)",water activities,"swimming, sidestroke, general",261
250,328,"(array(['041960006.jpg'], dtype='<U13'),)",water activities,"swimming, sidestroke, general",261
251,329,"(array(['024773099.jpg'], dtype='<U13'),)",water activities,"swimming, sidestroke, general",261
252,332,"(array(['001439349.jpg'], dtype='<U13'),)",water activities,"swimming, sidestroke, general",261
253,333,"(array(['011607264.jpg'], dtype='<U13'),)",water activities,"swimming, sidestroke, general",261
254,334,"(array(['004600264.jpg'], dtype='<U13'),)",walking,"marching, military, no pack",40
255,335,"(array(['004072880.jpg'], dtype='<U13'),)",walking,"marching, military, no pack",40
256,338,"(array(['047417383.jpg'], dtype='<U13'),)",water activities,"tubing, floating on a river, general",41
257,339,"(array(['009783416.jpg'], dtype='<U13'),)",water activities,"tubing, floating on a river, general",41
258,342,"(array(['017320187.jpg'], dtype='<U13'),)",water activities,"whitewater rafting, kayaking, or canoeing",688
259,343,"(array(['043385165.jpg'], dtype='<U13'),)",water activities,"whitewater rafting, kayaking, or canoeing",688
260,344,"(array(['039850473.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
261,345,"(array(['061585010.jpg'], dtype='<U13'),)",bicycling,"bicycling, mountain",840
262,346,"(array(['063509365.jpg'], dtype='<U13'),)",bicycling,"bicycling, mountain",840
263,347,"(array(['004530401.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
264,348,"(array(['037461261.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
265,349,"(array(['062585992.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
266,351,"(array(['085648984.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
267,352,"(array(['065869363.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
268,353,"(array(['016293443.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
269,354,"(array(['007056875.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",842
270,355,"(array(['064241928.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",842
271,356,"(array(['002651131.jpg'], dtype='<U13'),)",bicycling,"bicycling, racing and road",780
